,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
15276,15276,39BjmE63Oum0jR2QpHYSJv,Nohidea,Esuna,falling down,63,96053,False,0.778,0.309,8,-16.688,1,0.324,0.915,0.0925,0.343,0.556,80.115,4,chill
33762,33762,5fr1gqzvwrPrGS76ltBsFK,brakence,punk2,rosier/punk2,54,222493,True,0.521,0.254,2,-13.554,1,0.407,0.654,0.0,0.427,0.55,115.65,4,emo
92838,92838,7pzVg3DrKbo8JMJFCHsMQ9,Ricky Nelson;The Stone Canyon Band,Greatest Hits,Garden Party,24,225866,False,0.781,0.367,2,-15.957,1,0.0767,0.482,3.94e-05,0.127,0.784,144.04,4,rockabilly
20629,20629,6zVYlwTqj7D7bRAfalOZg0,Ava Max,I'm Blue - Hits of 2022,Million Dollar Baby,4,184294,False,0.667,0.858,2,-2.268,0,0.0926,0.0367,1.47e-05,0.325,0.641,133.039,4,dance
24125,24125,6I1xdadc3v6MHNMKzhjc4t,Psyche/BFC,Psyche/BFC - DELUXE DIGITAL VERSION,Chicken Noodle Soup,11,393500,False,0.65,0.733,1,-6.191,1,0.0368,0.0373,0.767,0.315,0.185,131.926,4,detroit-techno
110586,110586,1uIBzJWcxbUSMX4OFi7XwQ,W&W;Harris & Ford;Special D.,Come With Me,Come With Me,65,161589,False,0.676,0.989,8,-2.731,1,0.13,0.0442,0.0022,0.311,0.553,145.019,4,trance
69938,69938,2z3cjnPwtJGj6Z0kpMZtvG,Viju Jeremiah Traven,യേശുവേ കരുണാമയനേ (Yeshuve Karunamayane),Ella Prashamsayum Ella Pukazhchayum,19,367680,False,0.494,0.54,4,-8.543,1,0.0312,0.192,1.22e-05,0.093,0.16,130.561,4,malay
32821,32821,7eSWgAlmLPXbGxgH3RNoWh,Tourist;Ardyn,We Stayed Up All Night,We Stayed Up All Night,55,265758,False,0.519,0.843,11,-6.508,1,0.0431,0.214,0.000446,0.21,0.592,84.997,4,electronic
109818,109818,0LyfNbnOzyPNc8QG8UBkmp,Neelix;Omiki,See The Light,See The Light,49,224347,False,0.69,0.87,8,-6.008,0,0.0566,0.0116,0.0374,0.223,0.23,137.979,4,techno
77704,77704,1yqJ3Xi70OumcNDUgVAT5p,Grupo Fundo De Quintal,A Batucada Dos Nossos Tantãs,A Batucada Dos Nossos Tantãs,44,198960,False,0.626,0.876,7,-6.873,0,0.0882,0.205,0.0,0.06,0.944,100.767,4,pagode
15927,15927,4nDNTISVKzP3YjW4vvW1B1,Gavin Haley,Jet Lag,Jet Lag,51,150011,True,0.54,0.381,4,-5.356,0,0.0692,0.774,0.0,0.173,0.191,86.746,4,chill
24626,24626,5nbzKvgIce1rcYlyuuT9ef,Basic Bastard,Cruising / Space Rider,Cruising,6,355353,False,0.663,0.988,8,-8.165,0,0.0458,0.314,0.851,0.083,0.969,135.319,4,detroit-techno
30956,30956,4FYbo4yQzu3hGkj2Ix4ucW,Zedd;Jasmine Thompson,Funny,Funny,65,221465,False,0.664,0.66,5,-4.646,1,0.0243,0.512,0.0,0.26,0.355,99.946,4,edm
112124,112124,0oV80pWpo0fpMrKZWU9kNy,Saian,Yeni Beyaz,Yeni Beyaz,44,178586,False,0.726,0.57,11,-8.641,0,0.325,0.436,4.31e-06,0.109,0.282,90.025,4,turkish
25386,25386,3drvdWPoajpH7BmXdMj5nl,Almklausi,Après Ski Megahits 2023,Wir machen mit bei der Rettung der Erde,0,190106,False,0.711,0.958,1,-1.95,1,0.0609,0.0799,0.0,0.361,0.816,139.984,4,disco
70067,70067,1GuvP2zN3hTMTaf991GVc0,Jay Chou,八度空間,暗號,52,268560,False,0.724,0.564,4,-6.881,1,0.0308,0.503,2.49e-05,0.203,0.529,125.988,4,mandopop
97695,97695,5lm5qPAuHK5tK3pb6eSrWv,Chico Rey & Paraná;ZeZé Di Camargo,Cantos & Cordas (acústico) [Ao Vivo],Saudade de Nós Dois (acústico) - Ao Vivo,45,217706,False,0.542,0.81,7,-2.019,1,0.0356,0.143,0.0,0.719,0.462,81.619,4,sertanejo
17307,17307,0qJtV82bKOgB2kvfa8IrZp,A. G. Cook;Cecile Believe,7G,Show Me What,47,169500,False,0.755,0.433,4,-4.703,0,0.287,0.431,0.0,0.0903,0.605,160.052,4,club
36497,36497,5NnqBhxSQGgEkvT6sRt2zF,Merzhin,Pleine lune,Nains de jardins,33,223800,False,0.625,0.977,2,-3.021,0,0.0963,0.0263,9.47e-05,0.311,0.8,135.968,4,french
78019,78019,27YTlON703TrVxR7EZN7gY,FiNCH;Mia Julia,Layla sitzt dicht im Flieger,Wir eskalieren,0,216286,True,0.73,0.909,11,-5.904,0,0.138,0.123,0.0,0.123,0.453,87.523,4,party
67043,67043,2mBTuHj5xrXHF3BeXD9ebN,Daddy Yankee,Queda poco para la PAES 2.0,Sígueme Y Te Sigo,0,209786,False,0.736,0.878,1,-3.604,0,0.0428,0.0682,6.4e-05,0.756,0.662,100.024,4,latin
32204,32204,1zDAkehGGqrvTqwJBzTzEi,Prabh Deep,Tabia,Tabia,34,146266,False,0.669,0.413,0,-10.021,0,0.0681,0.824,3.92e-06,0.0983,0.132,108.118,4,electronic
102286,102286,6gJKvK7qlt0TvwzwmmATK2,Paolo Nutini,Mellow Adult Pop,Chamber Music,0,147666,False,0.401,0.21,7,-13.192,1,0.0327,0.768,0.152,0.0855,0.484,150.497,3,songwriter
39871,39871,3GQsWG6jXjg9RD9h3RTQg1,FIL BO RIVA,Mega Hits Autumn/Fall 2022,Running in Circles,1,191358,False,0.616,0.791,9,-4.38,1,0.0321,0.0487,0.0,0.217,0.801,134.009,4,german
71687,71687,75PRxVF10tp2Szd2mdHyFq,Riff,Que Sea Rock,Mala Noche,41,247253,False,0.522,0.857,4,-4.941,0,0.0308,0.000157,9.58e-05,0.354,0.538,96.177,4,metal
42634,42634,5arxLUQAWup1Gnix2hBLoQ,Narcosis,Primera Dosis,Yo No Quiero,13,143859,False,0.413,0.883,2,-7.381,0,0.0577,0.26,1.78e-05,0.112,0.361,89.768,4,grindcore
78054,78054,2Rq2c8RCYPSzwT0mmdoAbS,Bierkapitän;Andy Luxx;Dj Aaron,Layla sitzt dicht im Flieger,Lea,0,159374,False,0.66,0.977,6,-2.232,0,0.0579,0.0278,0.0,0.337,0.771,140.013,4,party
2303,2303,7IL8PSVwLOJxqYne6azxQv,The Neighbourhood,Chip Chrome & The Mono-Tones,Pretty Boy,75,234093,False,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,4,alt-rock
6421,6421,0z05WGKhrg8nWH0KFrWfXk,Moonspell,Wolfheart [Deluxe Edition (re-mastered & live versions)],Alma Mater - re-mastered version,19,336720,False,0.183,0.892,9,-5.053,0,0.0827,0.000118,0.000602,0.102,0.29,143.17,3,black-metal
45411,45411,3uWeyoRHCWz52lhK37mYmT,Las Tres Abejas,Olessa,Olessa,47,187000,False,0.599,0.119,9,-16.807,1,0.13,0.95,0.919,0.113,0.184,108.644,4,guitar
52584,52584,0pnUgsOzr3V6XA6IZ7CQQr,Ray Price,The Essential Ray Price,You Done Me Wrong,12,142626,False,0.568,0.389,4,-10.035,1,0.0286,0.72,0.0,0.0748,0.882,143.679,3,honky-tonk
31842,31842,5lYMpFuFYlgpSDIHBV2Goy,Icona Pop;Charli XCX,Running Songs,I Love It,1,155733,False,0.731,0.886,1,-3.228,1,0.027,0.0281,4.59e-06,0.226,0.797,125.992,4,electro
57213,57213,24LQNvRzHvO1hVve07K2jj,Twin Strings,Dhalti Rahe (Stripped.),Dhalti Rahe - Stripped.,52,256665,False,0.581,0.159,9,-16.91,1,0.0346,0.965,0.00016,0.349,0.447,143.92,3,indie
23802,23802,2R5TjEso8PJ9TcSoGjVfwH,Mahmut Orhan;Irina Rimes,Nu Vreau,Nu Vreau,46,193149,False,0.738,0.756,0,-5.715,0,0.111,0.169,0.0104,0.0934,0.442,97.944,4,deep-house
3969,3969,3RlsVPIIs5KFhLFhxZ4iDF,Nickelback,All the Right Reasons (Walmart Exclusive Edition),Rockstar,70,252040,False,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072,4,alternative
71095,71095,0nI0q4NuoOIskGNRizI6vs,Korn,Metal Lives!,Rotting in Vain,0,213000,True,0.498,0.946,2,-4.792,1,0.0602,0.000121,2.53e-05,0.359,0.31,106.276,4,metal
86005,86005,2uGos1lTJU2Qd6UpPyRJSP,blink-182,Обратно в клас - rock,I Miss You,4,227813,False,0.652,0.766,11,-6.481,1,0.0345,0.000761,6.34e-06,0.0739,0.641,110.011,4,punk
57393,57393,7oMO1B9CB4ZPYPLeVe32OY,R.E.M.,90's Music Grandi Successi,Losing My Religion,0,268426,False,0.666,0.854,9,-5.051,0,0.0295,0.179,1.2e-06,0.0986,0.803,125.637,4,indie
72855,72855,7eITsVSfN8kKAxT35hoKF2,"Fear, and Loathing in Las Vegas",HYPERTOUGHNESS,The Gong of Knockout,47,210345,False,0.197,0.994,8,-1.721,1,0.324,0.000193,2.38e-06,0.139,0.197,179.937,4,metalcore
104995,104995,6uNFIMxbvOwQku3vew2kZ3,El Noi del Sucre,A Mi Manera Vol. 2 (Leyendas de un Desconocido),El Día Que el Pueblo Tomó la Palabra,25,355311,False,0.323,0.997,7,-2.245,1,0.458,0.0125,3.85e-06,0.124,0.16,176.044,4,spanish
110040,110040,7CQ85NHNXA7HRAJVAfSC41,Tiësto;Charli XCX,Objectif Running : Dance,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,trance
50940,50940,0W9TPpgYIMzcJ6hynk32c5,Rata Blanca,"Col 2x1: Magos, Espadas Y Rosas / Guerrero Del Arco Iris",Por Que Es Tan Dificil Amar,20,330413,False,0.281,0.372,11,-12.567,0,0.028,0.332,0.134,0.0711,0.163,95.778,4,heavy-metal
69908,69908,13jaIzCRYxOlzkZmoixXxt,Fejo,Chevi Thurannu Pidi,Chevi Thurannu Pidi,18,223999,False,0.625,0.94,6,-3.295,0,0.155,0.128,0.0,0.466,0.616,150.035,4,malay
56196,56196,7oMO1B9CB4ZPYPLeVe32OY,R.E.M.,90's Music Grandi Successi,Losing My Religion,0,268426,False,0.666,0.854,9,-5.051,0,0.0295,0.179,1.2e-06,0.0986,0.803,125.637,4,indie-pop
55950,55950,7A7Jy2DdlkKxemKHYV0Zep,Pritam;Arijit Singh;Nikhita Gandhi,"Ullu Ka Pattha (From ""Jagga Jasoos"")",Ullu Ka Pattha,42,211176,False,0.745,0.891,4,-5.572,0,0.0421,0.359,0.0567,0.104,0.906,122.025,4,indian
25393,25393,4Vha8VfJbyk4i5sl68zJkj,Markus Becker;Die Mallorca Cowboys,Karneval Klassiker,Das rote Pferd,0,193733,False,0.629,0.997,5,-1.975,1,0.0732,0.0203,0.0,0.688,0.691,133.995,4,disco
48354,48354,465eCPwUAz2qz7IdQaxUui,Nas,King's Disease II,Rare,55,206777,True,0.498,0.851,8,-5.496,1,0.326,0.132,4.21e-06,0.529,0.518,78.025,4,hardcore
74075,74075,1VHjjOOllU87VRa8B2EWiX,Papas Da Língua,Papas Da Língua,Blusinha Branca,49,298453,False,0.601,0.899,9,-6.713,1,0.0651,0.213,0.0,0.721,0.779,170.098,4,mpb
58314,58314,10V8XpuyMoEcSMfM79WDET,Rob Zombie,Hellbilly Deluxe,Living Dead Girl,70,201400,False,0.518,0.948,6,-5.58,0,0.0683,0.00504,0.104,0.228,0.55,103.025,4,industrial
95284,95284,2uXh5dETVZcgT9oklXA8Yv,Billo's,Ya huele a buñuelos,Palmira Señorial,0,169737,False,0.713,0.605,8,-7.583,1,0.0397,0.17,0.0,0.0284,0.951,97.781,4,salsa
102900,102900,2Xb6wJYGi0QXwURw5WWvI5,Gerry Rafferty,City to City,Right Down the Line,74,267773,False,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,4,songwriter
15408,15408,5pTwD58utTkX0spi0OkCI6,Shiloh Dynasty;Vluestar,I’ll Keep You Safe,I’ll Keep You Safe,53,140356,False,0.534,0.336,10,-10.807,0,0.0642,0.802,0.00964,0.129,0.267,138.116,4,chill
66105,66105,7qfQtrndDgwAdWviYa4eSl,Cupid;Stevie B,Capricorn,In My Eyes,19,295461,False,0.775,0.712,10,-4.267,0,0.0488,0.524,1.54e-05,0.118,0.922,112.979,4,kids
37869,37869,0mmOUnRRdEyGNDtYDXmRSF,Salvador Da Rima;Mc Kadu;Dj Victor,Nosso Jeito,Nosso Jeito,43,176000,False,0.846,0.517,0,-9.115,1,0.237,0.451,0.0,0.0922,0.208,119.909,4,funk
80798,80798,6DpNW0DW16l92pLLOg9dzw,Unni Menon,Pennin Manathai Thottu (Original Motion Picture Soundtrack),Kannukkulle,57,283680,False,0.705,0.495,7,-12.39,0,0.0367,0.265,5.73e-06,0.219,0.646,87.942,4,pop-film
101439,101439,7GINihl73NgdMH2N33P2rR,Rain Sounds,Loopable Rain Sounds,Perfect Rain,38,160639,False,0.0924,0.824,7,-21.031,1,0.0801,4.7e-06,0.975,0.757,0.0316,88.219,4,sleep
84604,84604,3CPFHaVEHkkH26hAEPgMMp,The Beatles,Abbey Road (Super Deluxe Edition),Here Comes The Sun - 2019 Mix,53,185706,False,0.569,0.557,9,-10.208,1,0.0428,0.038,0.000228,0.136,0.292,129.101,4,psych-rock
31505,31505,6JyuJFedEvPmdWQW0PkbGJ,Skrillex;Rick Ross,Purple Lamborghini (with Rick Ross),Purple Lamborghini (with Rick Ross),68,215510,True,0.457,0.899,10,-2.591,0,0.132,0.0019,0.0,0.831,0.298,147.268,4,electro
56133,56133,7mJdz7uNv3jgVSIMkSf8ca,Prateek Kuhad,"Kasoor (From ""Dhamaka"") [Acoustic]","Kasoor (From ""Dhamaka"") - Acoustic",53,213306,False,0.468,0.104,6,-14.49,1,0.0336,0.895,0.00179,0.114,0.453,95.852,4,indie-pop
76527,76527,0L9qblPD3ueZlQ9lQkX5Kh,Giacomo Puccini;Tom Krause;Pier Francesco Poli;Piero de Palma;London Philharmonic Orchestra;Zubin Mehta,Puccini: Turandot,Turandot / Act 2: Ho una casa nell'Honan,22,221933,False,0.173,0.116,9,-22.276,1,0.0428,0.984,0.000397,0.292,0.0697,83.582,1,opera
53871,53871,6AinKYxrQuioECwavX1XQn,Alesso;Sick Individuals,We Go Out,We Go Out,63,170010,False,0.411,0.929,6,-2.393,0,0.0558,0.00045,0.848,0.347,0.312,126.017,4,house
42627,42627,3Dl9Yxguq6xsNsQHJbUTYU,Apartment 213,Collected Violence,Kill for Christ,13,140133,True,0.237,0.956,0,-3.787,1,0.0977,0.000247,0.548,0.593,0.2,88.055,4,grindcore
101518,101518,5RGzPc1KgL8n7NGR1DPFL6,Rain Sounds Factory STHLM,Rain And Waves,Rain: Showers,36,104689,False,0.135,0.067,7,-21.524,1,0.0552,0.143,0.973,0.226,0.0381,140.878,3,sleep
109140,109140,5Qd8V1vtbxkx7txNXtKiUW,Stephan Bodzin;Mathew Jonson,Armada Electronic Elements - ADE 2022,Tron - Mathew Jonson's Vca Dub,2,565041,False,0.771,0.661,5,-12.998,1,0.0686,0.00216,0.834,0.0856,0.167,124.005,4,techno
63338,63338,1AapIlVhixpMUU8aDHDXPa,BOØWY,JUST A HERO,WELCOME TO THE TWILIGHT,36,360626,False,0.639,0.784,2,-6.524,1,0.0284,0.0151,0.352,0.198,0.694,120.161,4,j-rock
42704,42704,1aBxPWNDK8tIsT9S0bgi4Z,Death Toll 80K,Step Down,Trampled,12,44773,False,0.171,0.993,5,-3.184,0,0.139,3.52e-06,0.867,0.27,0.0369,122.623,4,grindcore
61904,61904,0drkpiibrRIpUc5tSubX2J,Yui Horie,秘密の庭のふたり,秘密の庭のふたり,41,245666,False,0.566,0.888,8,-4.031,1,0.0438,0.00881,3.96e-05,0.254,0.833,89.998,4,j-idol
65413,65413,2zrhoHlFKxFTRF5aMyxMoQ,aespa,Next Level,Next Level,74,221573,False,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,4,k-pop
76865,76865,0ntbaoe6kk0wH6XcAG9zMA,Mark Vincent,In the Eyes of a Child,Love of My Life,19,215434,False,0.22,0.387,1,-5.465,1,0.0288,0.908,0.000781,0.0721,0.255,81.475,4,opera
32546,32546,3YR4LSWg3okngWgLiJygxA,Babasónicos,Romantisísmico,Negrita,37,220066,False,0.759,0.482,6,-9.119,0,0.0572,0.187,0.0404,0.11,0.776,79.996,4,electronic
18384,18384,2LfrcTwvUrDG2Wrmx4HEgC,Mike Birbiglia,My Girlfriend's Boyfriend,What's He Doing Here?,23,307963,False,0.615,0.668,1,-8.643,1,0.943,0.878,0.0,0.956,0.436,103.752,4,comedy
81709,81709,1saDM1hv3pTHf9ulsxm5Iy,Diljit Dosanjh;Sargi Maan,"Koka (From ""Babe Bhangra Paunde Ne"")",Koka,65,150566,False,0.702,0.677,1,-6.944,1,0.241,0.0475,0.0,0.166,0.737,105.923,4,pop
88842,88842,2mNw979gQkL6Z6mCxgCect,Maneva,Mundo Novo,Vida Eu Gosto De Você,47,181765,False,0.658,0.477,4,-8.903,1,0.153,0.569,0.0,0.257,0.456,138.559,4,reggae
61937,61937,7BJNsIPglbRWt57ZmqFiHy,Nogizaka46,今が思い出になるまで (Complete Edition),いつかできるから今日できる,18,279586,False,0.547,0.824,4,-3.038,1,0.0337,0.769,0.0,0.114,0.291,129.989,4,j-idol
62231,62231,016InjKRa0RBF9FyEAbzhO,Jamie Cullum,pov: you hear the bells jingle,It's Christmas,0,194706,False,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,4,j-pop
76839,76839,3qO8tgZ1j1eWl4RLDVjVq0,Georges Bizet;Inva Mula/Orchestre National du Capitole de Toulouse/Michel Plasson;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,Bizet : Carmen,"Carmen, Act III: Air: Je dis que rien ne m'épouvante (Micaëla)",21,307760,False,0.316,0.147,3,-16.986,1,0.048,0.976,0.000219,0.159,0.038,106.214,3,opera
79548,79548,1hZk9dktp4yRFTm0TrycuH,OneRepublic;Alesso,Native,If I Lose Myself - Alesso vs OneRepublic,60,214813,False,0.523,0.782,2,-4.846,1,0.041,0.219,1.03e-05,0.133,0.164,125.998,4,piano
90248,90248,2CLF3SdDjbsd551XCap4WA,Los Baby's,Sólo para enamorados,Sabotaje,37,187920,False,0.634,0.468,4,-11.862,1,0.0367,0.403,0.0,0.101,0.694,98.899,4,rock-n-roll
76025,76025,6v0fwaWUgYacKeOTpI4RYQ,Il Volo,Christmas Songs 2022,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
39168,39168,67lbzVADsqJJ6tyVk0XCgn,Topic;Bebe Rexha,Chain My Heart,Chain My Heart,70,146880,False,0.663,0.849,11,-4.462,0,0.0334,0.0791,1.2e-06,0.192,0.722,123.992,4,german
34094,34094,7nXci98gcFBxwsSRxqkzSq,Kailash Kher,Dhindora,Dhindora,50,199838,False,0.731,0.746,10,-6.859,0,0.0707,0.00528,0.000334,0.0852,0.788,123.954,4,folk
44109,44109,6uXDMINfe9KJETjkzekznW,Linkin Park,New Divide (Int'l DMD Maxi),New Divide,55,268613,False,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,grunge
11163,11163,5T7DUEeAj0hkMLTzIlDCRz,Natalie Holt,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],Loki Green Theme,52,144761,False,0.458,0.475,5,-12.581,1,0.032,0.76,0.836,0.125,0.132,126.055,4,british
62126,62126,38kcwx5znepLWCIBID0Bwm,THE ORAL CIGARETTES,FIXION,Kyouran Hey Kids!!,69,250973,False,0.526,0.981,8,-1.82,1,0.111,0.00318,0.00161,0.187,0.781,142.016,4,j-pop
73158,73158,6Ak4IFVY8BhNPjcHYWlZAi,Jan Blomqvist;Bloom Twins,High On Beat,High On Beat,48,206223,False,0.709,0.825,4,-8.218,0,0.0421,0.00827,0.128,0.0929,0.251,110.009,4,minimal-techno
65419,65419,5NVkktUlAylhk7f0t63eth,Sunwoojunga,Extraordinary Attorney Woo (Original Television Soundtrack) Pt. 2,Beyond My Dreams,63,185508,False,0.519,0.352,7,-8.332,1,0.0244,0.762,0.0,0.113,0.269,78.943,3,k-pop
11678,11678,0qbg8R6S17gzGi0KXWvLBf,Joss Stone,The Best Of Joss Stone 2003 - 2009,Don't Cha Wanna Ride,30,213000,False,0.585,0.853,2,-6.053,1,0.213,0.132,0.0,0.856,0.697,90.552,4,british
91955,91955,5fClRRa7P9nPIpstj50veV,Arctic Monkeys,The Car,Mr Schwartz,40,210012,False,0.569,0.335,11,-13.637,0,0.0322,0.802,0.018,0.0834,0.388,127.587,4,rock
53611,53611,0bv0SxeOUTgJHpugDwtYFl,VOLB3X;BeatsHoundz,GVNG,Dark Light,52,164571,False,0.665,0.714,6,-6.462,1,0.0377,0.00388,0.528,0.139,0.0353,105.068,4,house
105213,105213,04Qaf1y56n8TqvoN81e13c,Nathan Kawanishi,Lush Loops,Opulence,34,128800,False,0.684,0.683,4,-7.715,0,0.0862,0.2,0.0837,0.73,0.689,150.07,4,study
67924,67924,2NWeZySNrRsREYsYwT6ZxG,Luciano Pereyra,Pop x siempre,Como Tú,0,218040,False,0.705,0.86,0,-4.684,1,0.0576,0.102,3.01e-05,0.0842,0.952,93.519,4,latin
12276,12276,37gQxPrcu81gpr5SbOlIJO,Sammi Cheng,我們都是這樣長大的,我們都是這樣長大的,48,283184,False,0.427,0.409,5,-10.06,1,0.0306,0.716,0.0,0.0958,0.37,159.826,4,cantopop
28235,28235,6tPnAqe6UNeKMoOrruBSEi,ILLENIUM;Anna Clendening,ASCEND,Broken Ones (with Anna Clendening),49,198285,False,0.545,0.668,7,-3.962,0,0.0906,0.148,0.0,0.372,0.249,149.988,4,dub
104852,104852,0eVB5kmXBHSKgTYxgI77kq,Vetusta Morla,Mapas,Los Días Raros,53,387946,False,0.504,0.436,4,-9.641,1,0.0276,0.503,0.68,0.118,0.0506,90.114,4,spanish
22159,22159,6NYdAmvdebGyB2zASPBEKg,Currents,The Death We Seek,The Death We Seek,56,245719,False,0.209,0.944,4,-4.104,1,0.103,8.65e-06,0.1,0.404,0.247,113.301,4,death-metal
78623,78623,5fN2cuJ3zE7JiXuGoS0BOp,Stereoact;Julia Lindholm,"Gib Mir, Gib Mir, Gib Mir!","Gib Mir, Gib Mir, Gib Mir!",28,147233,False,0.688,0.714,9,-5.944,0,0.0653,0.00736,0.000231,0.355,0.352,126.037,4,party
37456,37456,4atuUpMdGfq9JeRI6OQxM7,Pk;Orochi;Felp 22;Adamovich;Marginal Supply;Medellin,Marginais Acústico #1,Marginais Acústico #1,48,226730,True,0.705,0.604,4,-8.979,0,0.231,0.568,0.0,0.0971,0.691,89.016,4,funk
93282,93282,2jQbiFdf25wYRHcq0JiWRR,"Группа ""Загадка""",Золотая коллекция эстрады. Сиреневый туман,Люблю (Вдыхая розы аромат),1,115706,False,0.621,0.233,7,-8.939,0,0.0696,0.889,2.41e-06,0.13,0.636,127.273,3,romance
95886,95886,1ryZtTmfmUBftBBmwZCMsr,N'Klabe,La Salsa Vive,Mi Vida Eres Tu,27,239255,False,0.535,0.844,8,-5.303,1,0.0538,0.277,0.0,0.144,0.891,87.624,4,salsa
70927,70927,4ZwdG5w5j31LAll9jHvvtR,Stefanie Sun,完美的一天,眼淚成詩,46,221200,False,0.332,0.264,0,-11.317,1,0.0353,0.781,0.0,0.252,0.309,138.754,4,mandopop
68940,68940,0QLc4flxwQVhYbNhW6PCMe,Kendo Kaponi,Kendo Edition,Te Ando Buscando,40,193548,True,0.746,0.762,1,-4.518,1,0.092,0.0981,0.0,0.282,0.761,91.976,4,latino
75060,75060,5H9nnDuwE0UCEyQgN42XCs,Yiruma,The Best - Reminiscent 10th Anniversary,Reminiscent,52,192133,False,0.287,0.245,0,-17.241,1,0.0381,0.982,0.923,0.0876,0.0626,150.269,3,new-age
6313,6313,5ZJwjTma5MQDjPIxP5HiTn,Dissection,Reinkaos,Black Dragon,41,288182,True,0.358,0.898,5,-4.308,0,0.0378,1.31e-05,0.0647,0.312,0.545,51.436,4,black-metal
27099,27099,3RXZa1CHQTBYXDE68rslkQ,Dr Meaker;Romaine Smith;Serum,Dirt & Soul Collaborated (Remixes),Remedy - Serum & Dr Meaker Remix,25,322880,False,0.553,0.95,8,-1.975,0,0.0669,0.0177,0.019,0.0766,0.199,174.978,4,drum-and-bass
113790,113790,1JkzzVIHygqz274CKFvjoa,Reiki Armonía,Sonidos de Fondo para Reiki: Gotas de Agua,"Para Reiki: Gotas de Agua, Pt. 01",23,104025,False,0.173,0.895,1,-33.335,1,0.0431,0.152,0.992,0.92,0.00312,94.917,3,world-music
33878,33878,4CCQQP0k4xjzpm8VjORquJ,GionnyScandal,Se ci sei tu,Se ci sei tu,34,208628,False,0.591,0.645,9,-7.067,1,0.0341,0.0587,0.0,0.317,0.151,87.48,4,emo
5229,5229,1eh40jkJPgtl8UXvp3DQQ5,Kato,Anime & Chill,Unravel (Tokyo Ghoul),49,116122,False,0.865,0.229,10,-13.292,1,0.0799,0.759,0.916,0.107,0.323,120.018,4,anime
49174,49174,5Zzn6xmZXainHII2XZB832,Brennan Heart,It's All About The Music EP PT.1,Belong - Extended Mix,33,272000,False,0.612,0.866,7,-2.789,0,0.0922,0.0387,4.31e-05,0.0508,0.469,149.949,4,hardstyle
9264,9264,5jztY2semlZDUkLAmwxq9f,Isadora Pompeo,Pra Te Contar Os Meus Segredos (Ao Vivo),Toca em Mim de Novo - Ao Vivo,47,273000,False,0.569,0.489,2,-8.387,1,0.0253,0.139,0.0,0.874,0.303,142.055,4,brazil
53680,53680,370hCOf2GfxzW3jK32k4Su,Rudimental;Anne-Marie;Tion Wayne,EDM Hits,Come Over,0,206657,False,0.797,0.672,8,-6.135,1,0.0477,0.0442,0.0027,0.149,0.561,131.978,4,house
49010,49010,7rKS9FoVpE1mLrbxCnlokX,Ran-D,Hurricane,Hurricane,56,295646,False,0.575,0.979,8,-1.561,0,0.396,0.0321,0.0,0.34,0.366,155.032,4,hardstyle
33173,33173,1AMh934qstjiAIJADKhkCa,Promoting Sounds;Paycheck;Eredaze,Broken Glass,Broken Glass,50,153600,False,0.66,0.641,5,-6.81,1,0.116,0.171,1.96e-06,0.114,0.205,174.877,4,emo
79069,79069,5W8HXMOMLtXLz0RGKUtnlZ,Skylar Grey;Polo G;Mozzy;Eminem,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]","Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",73,257368,True,0.664,0.692,1,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924,4,piano
40424,40424,2rcELfYmKTFtit6Gv1ZEqF,Canção & Louvor,Eu Sou Mistério,Eu Sou Mistério,42,268510,False,0.568,0.821,2,-5.868,0,0.0638,0.124,0.0,0.11,0.461,145.982,4,gospel
61753,61753,0BmO0uIXkU7fGLNSzLbubq,Akina Nakamori,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,LIAR - 30th anniversary mix,20,275880,False,0.602,0.833,4,-4.418,0,0.0328,0.178,4.79e-06,0.0743,0.339,127.987,4,j-idol
